time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4,reward
0.06,-1.1200452248432137e-06,3.558790415500085e-06,10.007719830696256,0.0006009615394919621,0.00014887717525713384,0.0,-6.299744027121079e-05,0.0002061772854246351,0.25730460481382145,-0.009776380461768293,-0.005593692109786662,0.0,484.42474996887125,484.00405904877266,484.6495102674339,483.9143422411133,2.9963956326802217
0.12000000000000001,-7.203930904679096e-06,4.7746509685757426e-05,10.027370525670115,0.005608359265222518,6.2830395659260905,0.0,-0.00011199777548356714,0.0017806925383428893,0.39767836842095633,0.014960462877420111,-0.009315632014885273,0.0,449.6046149314558,449.3031224209465,448.77825702569265,450.78132392616567,2.9817953215773763
0.18,-9.388009475230898e-06,0.00030376766932890077,10.055106948088646,0.01229232347953424,6.282605148312911,0.0,7.979443242553127e-05,0.00749294175134046,0.526811883096519,-0.012617535665412545,-0.014563160766343949,0.0,446.1127026548453,445.68420703189355,447.7088353126309,445.4596794876729,2.9590589678943546
0.23999999999999996,9.940617794755294e-06,0.0010940073430172094,10.091620915060881,0.02673435755439968,6.282381744560038,0.0,0.000597924206553304,0.02050509695936,0.6902066964836058,-0.05654154265043973,-0.006847660354275817,0.0,456.0399861761826,456.6558843628704,459.2392047758304,455.7420656084237,2.928448642992917
0.3,5.2852950394475875e-05,0.002905241828910339,10.137010609532295,0.026972826434318975,0.0014732369338945617,0.0,0.0005686457489902637,0.03991631687880878,0.8226950082288654,-0.0786502053255216,-0.02604654593692675,0.0,448.0385043148297,446.4751614730071,448.99960828623256,447.19962244019257,2.8888088074768477
0.36000000000000004,6.106443803208028e-05,0.00583803874860547,10.189237508213177,0.022666314378253283,0.00021400313874231358,0.0,-0.0001746608142412846,0.057413612112504196,0.9181401795815841,-0.08698802601375658,-0.033400324743430305,0.0,436.01585224360826,435.40088359454967,437.0999238826937,436.3991052377741,2.8413762220572596
0.4200000000000001,5.179621708959677e-05,0.00973389278896867,10.247451624677572,0.017464437959652912,6.281796553468876,0.0,2.173693064370653e-05,0.0719115112142796,1.022253686958199,-0.08630976200970544,-0.04164266485354075,0.0,440.46689389054535,439.78419826840627,438.0875657702974,438.13760917168383,2.7875918487424727
0.48000000000000015,8.625808203529398e-05,0.014370527768086668,10.310190383460673,0.014128242806637381,6.280035939307638,0.0,0.0013004338635651952,0.08234327265317885,1.0690000011759082,-0.10242772366416687,-0.033356355267639325,0.0,421.7049718533441,422.4192097290575,420.1701154131751,418.762939322773,2.728274366363497
0.5400000000000001,0.00024583842361634205,0.019634546375488914,10.381177514145621,0.009326089212517985,6.278889326506292,0.0,0.004143009510431034,0.0925259024795419,1.2970142449145068,-0.09087442335457047,-0.04475520246140771,0.0,477.51428611273167,476.64349215922095,476.39432438976405,477.2691806346299,2.6629352378196653
0.6000000000000002,0.000569226724300762,0.0253617026197968,10.458585016670748,0.014577820268827146,6.278383467534191,0.0,0.006664834024004485,0.09879771532510308,1.2832462584530138,-0.056214852636054496,-0.06217200004224808,0.0,401.3291494774392,399.7433721462758,399.7475603420305,402.88735120071937,2.5889531006832853
