episode,x,y,z,score,action
24,-4.530795239005977,9.15209960801333,0.0,6.269772479136959,"[484.50211109643163, 481.38932087648783, 484.9085883318574, 450.97750295385833]"
25,-2.028821397410557,4.520067500001723,0.0,6.297792108582275,"[486.7066893616156, 483.18263465579156, 484.29398237677253, 461.77760499732904]"
26,-6.325266796142856,5.566590393750798,0.0,6.275766039922685,"[477.196551492264, 482.12048059662345, 481.1554042023571, 456.1563547545194]"
27,-7.313793348147978,5.53423434556571,0.0,6.271595581118042,"[472.44669421389375, 481.04142160044506, 482.2391654650469, 455.5627430134513]"
28,-9.718212191169288,7.9250378778463615,0.0,6.251737253510806,"[463.95372502667595, 479.7981821058622, 482.3561026852704, 448.72650009563205]"
29,-6.439910956975687,7.612841979293467,0.0,6.265738248941185,"[472.65354101947173, 487.6044877156175, 490.282134857661, 455.68549809830245]"
30,-5.496568360308618,7.760141754294298,0.0,6.269999923657624,"[460.09170825128604, 481.5230041203003, 482.10422843139315, 452.5216233619791]"
31,-5.119536107211928,3.1513860793897677,0.0,6.2901904154114465,"[478.0392720878373, 510.8952855564545, 504.68427144537964, 467.8137459167998]"
32,-3.5031352592865033,4.232918128568376,0.0,6.292646922707396,"[487.1260728088061, 514.8274126818911, 507.90696248183195, 472.21839093178846]"
33,-8.994002199524873,0.4069923859960771,0.0,6.287164470855659,"[513.388051837074, 526.8574607686136, 521.0574903837432, 485.29721131716315]"
34,-13.925051881202661,1.745897042621628,0.0,6.258267259983315,"[529.968317231842, 576.4469325919279, 578.7558890836797, 498.1337226275776]"
35,-10.932962196123789,1.6828627355746038,0.0,6.271824767617371,"[533.1370385524558, 572.9313160990002, 590.0214735562828, 503.4747956406729]"
36,-9.061208747181754,0.8717672566411778,0.0,6.283396238264147,"[535.9226336921267, 559.1571617670352, 580.5333704860163, 501.2116558420809]"
37,-6.788435917988856,1.9228234294550444,0.0,6.288504905679687,"[528.2007981288886, 570.580804350187, 575.78792134523, 504.3134761469658]"
38,-6.697886659542062,5.557746080793614,0.0,6.273865563426046,"[535.3738078982274, 583.9472597854525, 589.2042233867236, 506.8863903386209]"
39,-5.629201928243015,5.395757676452964,0.0,6.278987757323091,"[535.1813465825968, 568.9207249466957, 585.3813151567144, 502.45268444541944]"
40,-8.037687173757226,6.985176532569707,0.0,6.263167903683274,"[543.4655609126112, 591.5010533530254, 628.3480015935631, 511.22831459732663]"
41,-8.470714440819057,10.044751495382306,0.0,6.247118685212298,"[555.7731455742928, 605.9296420695072, 663.814890813056, 520.3571709840784]"
42,-10.23589908291914,8.279348653091912,0.0,6.246359540218782,"[544.9184866783085, 560.3713828906031, 619.1574716811128, 502.49664767863567]"
43,4.695944919550162,-6.770450477829285,0.0,6.277317685276236,"[508.7409822546319, 490.990365532458, 491.14060293623805, 481.71789787470783]"
44,-12.08208408448538,-8.202552077626386,0.0,6.2399274745944595,"[506.2225374551622, 503.06889503360156, 488.02737555418196, 488.5305228581955]"
45,-6.508333555201757,4.703717714397326,0.0,6.278608181558782,"[510.63675083908953, 497.6294129636884, 519.2917969337176, 490.2153408539553]"
46,-3.455918461066834,12.125981103669652,0.0,6.259734946811786,"[536.0735108509336, 511.70726534225474, 594.7078547857365, 508.08032017501256]"
47,1.8366107184797011,-5.421706841197922,0.0,6.295243772970336,"[487.1849963117508, 485.1152354860313, 481.01774315917515, 484.9277861818439]"
48,2.0300744746903794,-3.6578751980281408,0.0,6.302216165453464,"[529.5369633789383, 520.7075601022693, 491.5229321478036, 500.29509860497876]"
49,0.5501890416418568,-4.214285990718278,0.0,6.306880964014592,"[492.0613262416268, 491.2451789918377, 480.8398902375677, 485.95192293321327]"
50,0.5350306681741507,-3.143017033800569,0.0,6.310648123776151,"[488.10040314691526, 493.9416450075097, 479.619577078546, 491.11443172448514]"
51,0.5018330117656223,-4.2503487820263555,0.0,6.307204145097989,"[490.78350534916046, 495.00813263711206, 483.03556078891694, 495.11397419159414]"
52,0.10798624616915525,-1.2927299167616106,0.0,6.319181683872477,"[490.7190571438349, 495.7405583947475, 480.560173697932, 494.0088057025096]"
53,0.45386535771387615,-1.9901555791728585,0.0,6.314942298094692,"[505.41648650146357, 505.86233540172736, 488.7432174781828, 498.7331467239805]"
54,0.2812519686289141,-1.1961498930055403,0.0,6.320467774356343,"[503.103591298216, 499.50033244603947, 483.9994803821031, 501.6453956626498]"
55,-3.5744437163417246,4.612541057357849,0.0,6.290936891269368,"[479.8292320262905, 493.12116904044433, 501.7875184810979, 492.63048751424765]"
56,-2.1280437274075212,3.974062200037616,0.0,6.299230701683846,"[489.3326529172126, 500.2046193220061, 501.4296659523406, 494.34501091368384]"
57,-2.423046176653773,0.3953803900534605,0.0,6.313206005793054,"[500.77496039869374, 504.86584987214826, 478.76089267984855, 496.173040356322]"
58,-6.230899141111378,-7.310036056269722,0.0,6.267963701007451,"[506.0707321249518, 508.935365329057, 485.49027432073393, 501.1391606377274]"
59,-2.755973560395701,3.209148829991973,0.0,6.30116770778524,"[497.76806850227285, 507.68230897333075, 495.9369199692722, 501.3095168666198]"
60,-9.34428554891697,1.3989733956465062,0.0,6.279456967994983,"[511.1251848980005, 508.5308790687147, 489.905763971916, 500.23093299841145]"
61,-5.459660322789005,-0.4645787391552461,0.0,6.3003242512459945,"[501.6215236371419, 501.5320734301721, 476.35897866929787, 502.7049119078115]"
62,-4.805419897848737,-0.03073795378461325,0.0,6.304730084045932,"[505.0491309809586, 505.9584963551291, 483.03937261215833, 503.34877775758764]"
63,-6.786182970869881,2.377821660494134,0.0,6.286839560168255,"[496.64424410432196, 498.69447255149095, 486.2455943992293, 493.5614572582651]"
64,-0.46422688658118133,-0.8275251654593819,0.0,6.3209352405395185,"[502.93674341233253, 506.9946093874503, 472.6757279687917, 506.15567689811]"
65,-1.7953660744312017,1.4454840275022471,0.0,6.311426809581739,"[482.4684054023988, 497.6268711545311, 473.38222419343924, 491.9733897904781]"
66,0.39034980325374036,1.6102108150642993,0.0,6.316459807923007,"[496.427273245208, 507.62657436270246, 474.2289888675432, 500.3980976003245]"
67,0.21673638725371136,-1.7309321967996076,0.0,6.317171494332175,"[526.750162556308, 536.671336300973, 472.41528066703967, 524.0791445380293]"
68,-0.9141650138112516,0.3522595554490602,0.0,6.319909249923864,"[486.4493100677015, 517.6584227122255, 477.6324176507982, 506.823535563805]"
69,0.38426276052421643,-3.1325821667589464,0.0,6.311848517717097,"[537.4555046149266, 540.4957677005284, 472.3332315418511, 528.864313886063]"
70,-7.0619031933774465,3.1488335244945995,0.0,6.2827593103104045,"[515.5207594861633, 518.6401981367965, 503.94997348438835, 494.21644441465367]"
71,-2.2484437171755514,1.2832479810472155,0.0,6.310291065005987,"[537.3229038515045, 532.2921554527176, 475.03456475473814, 516.1298902763813]"
72,-1.6531456127715356,0.5491656008959663,0.0,6.315800140116437,"[511.9753131584754, 519.2658578922877, 476.7000409317634, 513.1232221664902]"
73,-3.4812142791123226,-0.29264326426945075,0.0,6.309948729896323,"[504.47886571300353, 517.7310687143012, 477.1656139787605, 512.6643174571183]"
74,-4.574163306097974,0.032080571530996645,0.0,6.306051366791982,"[502.68753695276246, 512.6975100728557, 478.552607865855, 506.08049065127045]"
75,-6.36025859671736,0.7298073504273661,0.0,6.295532286851494,"[503.2150844516171, 511.9671478042772, 473.0725835580799, 505.8605118742814]"
76,-4.210909710235567,0.0905730245803943,0.0,6.306909345594081,"[502.31395571267154, 515.577970393306, 475.5518106475223, 506.6587517005277]"
77,-5.355547221405738,1.6193759974961763,0.0,6.296332463648804,"[501.92008317590773, 513.4134027991018, 484.85422194047095, 511.97404011220505]"
78,-10.740678334762045,-1.0494435573475447,0.0,6.275089134095706,"[507.42049086005835, 517.3115498900057, 478.1593756190324, 505.8449955879516]"
79,-0.53072986040888,-1.957762982559223,0.0,6.314573405724388,"[544.0009699603487, 544.7279024943232, 466.62134268747786, 530.0643639798113]"
80,-1.5700418846679454,2.4646290740407104,0.0,6.308562421545377,"[518.9832020660942, 516.8608609463263, 470.7422782331088, 508.5274351113599]"
81,-1.042532124741038,2.64099011597729,0.0,6.309892764026857,"[516.728206601844, 521.8578563356368, 496.6231744289494, 505.1184945913123]"
82,-0.5438933471417844,1.8740260099329744,0.0,6.314884011295108,"[519.9745036614183, 526.177098210337, 481.4248080280732, 508.8961494032892]"
83,-2.0033120772883537,1.7064818248831959,0.0,6.3101381684669455,"[540.7915801027756, 533.8029210653865, 460.9023007096709, 516.8997804719877]"
84,-1.1143339582778502,2.6732745174306074,0.0,6.309368777536301,"[522.4518031431572, 519.5395245689772, 467.697644108997, 510.84739150010415]"
85,-1.389163595656782,2.4792114292102334,0.0,6.3090550297530985,"[520.2775376818466, 517.7993479055906, 468.0067472446344, 508.8739265267437]"
86,-5.392809423265323,3.957051985383963,0.0,6.28619085046085,"[524.3308221696191, 524.0549674728145, 492.7916996196731, 507.0725091299685]"
87,-14.925504155815487,3.0514582616375288,0.0,6.249261156278946,"[534.8564010849253, 523.1824055485055, 528.8169724082182, 500.1205826931747]"
88,-16.952384427691236,3.2649893003637716,0.0,6.2392000616122685,"[529.5138131594181, 514.77459349516, 540.0909182459258, 497.3125021559069]"
89,-14.518477611455197,5.752598692137432,0.0,6.240648316365699,"[532.3451714469446, 517.8332062232932, 533.8328896521421, 502.7604053931307]"
90,-1.8312580530639357,4.047935088723982,0.0,6.3020397936566726,"[520.9284002753848, 521.7641579994739, 496.78651654450096, 509.38132002583654]"
91,-0.33879928303574963,5.836118460102497,0.0,6.301362126547405,"[532.1375518723506, 523.7113706124323, 498.17726717875865, 511.12734606468507]"
92,-8.636590650702868,10.284582743427817,0.0,6.247083121734375,"[540.8144469801306, 539.4302369952513, 554.4172072956161, 503.67822873919704]"
93,-8.178351360023917,-3.3822458486063494,0.0,6.276767536703783,"[518.4063564803488, 514.9636317677803, 456.1283203489248, 513.6980235447453]"
94,-10.054425962417673,10.713767670709105,0.0,6.2391356376253775,"[527.8189820350044, 525.9435603393033, 559.7833417164194, 477.97271028902276]"
95,-1.3070632059845315,6.798719211042658,0.0,6.291737806530367,"[534.4454820152043, 528.3504561304304, 504.1502875824865, 492.8936612989704]"
96,-11.596306248643444,10.677003220442293,0.0,6.231135200983976,"[525.5493477003165, 526.5115792251777, 573.8169336697285, 464.76580185325236]"
97,-17.35011627479322,9.333417965927069,0.0,6.212630134960628,"[538.8733726318243, 532.845292746883, 560.545007989049, 476.61253739863696]"
98,-3.136800709628234,16.047415689708608,0.0,6.243562257412136,"[565.580606644752, 553.1938859460923, 574.4296306774336, 499.3270945598385]"
99,-13.807586047399477,14.125189649898957,0.0,6.206299008473694,"[534.0475537190557, 523.0044155421324, 576.4421082303807, 483.758804710118]"
100,-13.08419659882248,-4.071381259179221,0.0,6.252062609813073,"[515.6445571534597, 517.2206029406349, 464.83433042282104, 504.0103317396666]"
101,-3.785272450957069,-1.299289294442205,0.0,6.304073773913451,"[540.0761291006783, 539.4097738572726, 444.44410818110805, 535.0149184189519]"
102,-3.1312700452825855,0.3501805047767068,0.0,6.310347597945494,"[516.2645789711746, 519.618789364057, 472.42363906809436, 512.6560188591783]"
103,-6.093434862161708,-1.55128508118309,0.0,6.293046822832813,"[551.4593587157515, 546.8421416985824, 439.1615780198236, 533.3539851792748]"
104,-11.804843062429557,-0.5020165819179004,0.0,6.273428525935557,"[518.6761372406997, 511.22534856985226, 471.85987044151733, 505.5839046939972]"
105,-7.128613936192736,11.798301022146479,0.0,6.245279710154215,"[507.2895859466312, 512.4638363479576, 544.8928738181722, 485.74223883094805]"
106,-3.334305730323743,-0.3657685594302835,0.0,6.309534615745452,"[519.854053968816, 516.6402193314472, 449.0626782123851, 523.3591428279241]"
107,-4.110973279170892,-0.5547713805703538,0.0,6.305021149317094,"[518.4954848089276, 524.0833870032939, 455.0215107958651, 526.6196972917775]"
108,-6.206211584056687,2.4720422073046087,0.0,6.288661433123318,"[519.4317049670711, 518.0380156341962, 467.9083443729826, 518.5707159298028]"
109,-3.752161096608291,3.787184232084571,0.0,6.293655353143279,"[521.4837595918927, 513.7862082269388, 463.25373482344423, 520.5456936740675]"
110,-7.643430294341541,6.603158706435392,0.0,6.267294106229921,"[524.6019076687312, 511.85236840095047, 490.2482135086748, 499.8004017075017]"
111,-10.96098114718035,10.324170524373926,0.0,6.233833050611077,"[515.3490310283447, 513.4614964462361, 540.6775035050842, 480.3897947565842]"
112,-3.9037832570952165,5.05632776616989,0.0,6.2884416653193815,"[498.23733864879307, 516.8027757762694, 475.0283100003377, 500.48155646448816]"
113,-4.197913885001344,2.302414131890666,0.0,6.2976184854002755,"[483.55960012201945, 512.0705262673008, 463.37045248270863, 500.2184120519133]"
114,-1.9405937381656582,-1.458452719085659,0.0,6.311119722880056,"[548.7234079481552, 558.3509999292892, 438.3961098115813, 542.6036576036116]"
115,-2.3583336810482436,0.1488236397649005,0.0,6.3140320457154875,"[460.4476267348039, 514.6241430399751, 454.87397770995483, 498.6293880450831]"
116,-1.3021999532800437,1.1258823031705523,0.0,6.315269295065743,"[486.9305238998805, 524.4529159500529, 440.2247929589815, 515.1275925978816]"
117,-1.7961080665199434,1.5974071023771315,0.0,6.310643982913949,"[464.0910141644116, 514.3544189250863, 451.12121158392705, 498.3206721205344]"
118,-1.8450845884162936,2.2446903264041342,0.0,6.307860911568936,"[442.3704059937873, 503.43100346992907, 470.8438494984148, 497.9753290548166]"
119,-1.5023079953066039,1.5517530410792273,0.0,6.311889766234495,"[456.84139321008405, 505.816769393831, 463.51933268454763, 498.0385462027311]"
120,-3.6922508817420576,1.2918683198529552,0.0,6.30469038344382,"[453.7651563321118, 506.7377171521009, 463.31266407406105, 490.67075655854524]"
121,-3.2797509647576533,1.0873099584822006,0.0,6.306506221562227,"[432.56367814031773, 514.8690619904745, 481.005150755624, 510.8255812110046]"
122,-4.686694237186599,0.9580032401303057,0.0,6.301300076450708,"[454.297024826697, 509.6994987203659, 466.39153204645294, 490.8867934984201]"
123,-4.1661806669186605,0.2648271350433518,0.0,6.306725535134783,"[447.9566364884469, 506.15165710552174, 465.27714275670974, 496.2960486588967]"
124,-4.171823267581792,-0.09718749716398106,0.0,6.307206714460052,"[443.46223143675553, 510.72367296201736, 472.70740688471494, 500.7852851197249]"
125,-3.368452684681539,0.1745111565047274,0.0,6.309879463161863,"[432.4705912166951, 519.4709742097108, 488.3775167685814, 513.9265367895597]"
126,-3.620161909632559,0.8209151148882284,0.0,6.306700092093132,"[479.84810707812267, 525.8440703682527, 455.75146996416044, 509.59470649660307]"
127,-1.7856196210256439,3.080275428349567,0.0,6.306351148291375,"[447.1452815660156, 517.0800297804196, 477.7648644500768, 509.36107234211266]"
128,-1.2884915346344554,2.3630831331189026,0.0,6.309593824487203,"[433.2732817145566, 519.0805182748549, 488.850460241306, 519.9930097062643]"
129,-1.0228389313279909,2.327170532585537,0.0,6.311466782788923,"[430.46622420443117, 520.7328537555928, 490.42230225842945, 522.8095906075976]"
130,-1.4068881788619232,2.816982569387371,0.0,6.307334997426371,"[445.2778330827548, 518.4733431604736, 486.52641326322885, 511.92851542412114]"
131,-1.0715566892902668,-0.12643352310961717,0.0,6.3195911937550475,"[440.22877308415707, 523.338142114605, 491.41431208263185, 520.0466834183695]"
132,-0.8477726456957562,21.202401957507934,0.0,6.230367509882107,"[489.28756718542525, 489.41976475607714, 553.2849228758129, 428.27700545836933]"
133,-16.585281143692082,2.452694071472918,0.0,6.244143790249284,"[498.9758115866436, 487.448882089906, 501.24834025464185, 431.9669938148149]"
134,-13.48698373654314,1.5914089483647587,0.0,6.261821284680369,"[498.3266065591704, 491.56842886800166, 485.54966054411517, 440.68333261590396]"
135,-6.559058284948998,1.2961633990794212,0.0,6.29331169781127,"[517.4179600108871, 511.6948483387658, 459.35783295952325, 474.46366279724856]"
136,-12.66753027995827,1.7469125806972843,0.0,6.264909399085623,"[492.0445437323472, 472.3814631736296, 477.26093382274746, 438.59837385765064]"
137,6.23466643806903,13.398795303191928,0.0,6.241468303413262,"[500.4485694284042, 481.8972745184243, 464.8007404363671, 463.3638535385336]"
138,9.04987846929232,-0.5473061755391393,0.0,6.284727053989923,"[471.64667787945734, 537.4228153319849, 484.90039734515557, 521.4884902636661]"
139,6.814120268096122,-7.08398996947629,0.0,6.268673040978237,"[520.5042864061616, 547.8757171105865, 453.64688623882563, 508.7677481884025]"
140,5.369844378878381,-2.4468845303631275,0.0,6.292861747832392,"[510.1264693001646, 553.6140532917104, 446.75469661072884, 526.9602335442086]"
141,5.677898879654051,-1.4221024128387347,0.0,6.295775424618856,"[523.8086244531373, 541.9535826483939, 443.7355691868235, 497.2222366835425]"
142,0.8305213638537279,-1.7103911381257315,0.0,6.31504486365113,"[534.948106866334, 557.7320714706821, 426.89595061965025, 538.6528902591483]"
143,-6.606278189154358,0.8469866739971066,0.0,6.293807008729117,"[537.501524298118, 534.962687202966, 484.5489397741565, 526.8504583515092]"
144,-6.040220485869542,3.8045676002220343,0.0,6.2851932607799785,"[558.7855884062077, 530.4063564621681, 461.78353021761563, 507.9471861812962]"
145,1.7807085331175991,2.940616604810488,0.0,6.306566250370965,"[528.3179278501698, 528.1679530386579, 432.88207583400987, 504.7706022924316]"
146,6.110184144261769,-1.1891067266574729,0.0,6.294986139323745,"[529.4147754306093, 539.476071840018, 435.1865424330355, 501.5882605586936]"
147,-0.09556249075347899,3.583321331288279,0.0,6.310336372082976,"[545.0222865967379, 534.6205993481168, 428.65601039825003, 518.8694730664535]"
148,-0.7991286603057124,2.2594176350704327,0.0,6.312224421887113,"[552.6587675406022, 548.0124825190655, 431.705701596592, 536.1684041636689]"
149,6.673946931590701,1.551201607600343,0.0,6.290577585701055,"[544.7367241995585, 517.5103577475977, 437.11895041868814, 480.6480541904915]"
150,5.52147450314212,1.9901686001193786,0.0,6.295063591128006,"[540.7683912349336, 521.7260865545725, 433.8942816977135, 493.1672942743944]"
151,7.172754691107999,0.3803347285235451,0.0,6.293274958575392,"[547.8224878409007, 523.4282910782248, 433.6404809315198, 481.57438956948334]"
152,5.398271780848972,-1.8503224559123905,0.0,6.294759739042406,"[543.904559646862, 535.433540369475, 432.7553773537174, 505.72799971209906]"
153,5.4493734308438855,-0.9942263524055762,0.0,6.29821578868831,"[550.6540664888981, 528.5748416063999, 433.4821896956127, 491.23013131217726]"
154,-3.0350710239274314,-0.08368055335054676,0.0,6.311806406650581,"[551.9187608903909, 551.3387728307517, 441.87190929419285, 542.185619172516]"
155,-2.9064080202557783,1.2304177849233549,0.0,6.308916146321315,"[563.0760691226756, 543.4848666780648, 442.3148033822604, 525.6227265941371]"
156,-4.2943035445970885,-0.16439123336438363,0.0,6.306197441090107,"[535.8497281876737, 527.0803115697605, 446.7481612317725, 522.1106258664481]"
157,1.8098450517322857,3.5574762079436733,0.0,6.303001150784701,"[533.918543174444, 507.3181791495854, 443.57923029086777, 477.2148159783851]"
158,-4.208543141546762,-1.1444971783878743,0.0,6.302550257959373,"[566.7790741677692, 550.5120549510845, 440.46331800548757, 548.6538997255503]"
159,1.0041756528351755,-1.1690557895863996,0.0,6.315350685631774,"[544.2347416936084, 538.1355692202925, 420.2797193528444, 516.9059001463268]"
160,5.273989047748649,-0.7020762512687913,0.0,6.300283030807265,"[521.7673414072111, 475.2694920973818, 425.8233994868708, 451.9897875417813]"
161,-1.5227671116451589,-0.7434615599204634,0.0,6.315532552908741,"[552.4081693600924, 537.0009378951139, 419.6421887200227, 528.8630607259621]"
162,-1.5379441742535003,-1.1442916874916076,0.0,6.314268482986186,"[526.5525790774502, 520.7442244415644, 424.49911492751113, 518.5512568100532]"
163,-5.617391796107895,0.056238474621359225,0.0,6.301903977769243,"[527.5932130362585, 503.7711293867375, 443.6995270391274, 489.4650727030258]"
164,7.046378512068888,-0.548544738379091,0.0,6.293209488403175,"[525.2395027383019, 486.2885975464613, 417.0879307334146, 457.7664838713386]"
165,-6.633126617366208,1.7088217731127118,0.0,6.29013467307671,"[568.7056920645435, 539.900118964249, 452.73828603011395, 503.9655809759866]"
166,-11.056645043940456,-1.4006813528873576,0.0,6.272523055188256,"[540.3196844242618, 517.4487343450738, 477.1864911828253, 486.2734931204556]"
167,-12.049021973046388,-1.7352576565950075,0.0,6.268325469442017,"[532.4931494980009, 504.8005985376987, 480.9487715082272, 462.80971472179766]"
168,-10.578770871345561,0.46639744712785425,0.0,6.278664277161393,"[539.1723814096632, 512.2616581697422, 469.6957858993692, 473.3340541341476]"
169,-0.5486111760110655,-2.3353591263459665,0.0,6.31279404040599,"[531.1903521660839, 547.3201561505871, 405.5301270804663, 543.8624611791411]"
170,-2.5567511749418808,-1.6661638130892877,0.0,6.308867938370504,"[577.1414414555954, 561.0213652106157, 426.9144708171271, 490.9495143323216]"
171,-2.397735716784006,-2.083104671123678,0.0,6.307731814582025,"[527.092498940956, 545.7887733798852, 414.40690804700614, 497.1951330506997]"
172,-3.0165070888999703,0.5505750643661529,0.0,6.31172708279748,"[498.147170641674, 531.4760414106876, 420.3384136365549, 484.6363937664702]"
173,-4.943114585714633,1.225987316220763,0.0,6.299235817317557,"[525.2878997640638, 563.7463775671233, 417.3595720854179, 548.6059824794635]"
174,-5.5599333328694565,0.5464098034916666,0.0,6.299424675537688,"[529.7252159100709, 551.0154618707716, 421.87899028574685, 511.3749311317042]"
175,-5.527754426577333,1.3580091326721528,0.0,6.296346512349638,"[535.4251275632496, 552.159950680047, 412.7617883002093, 500.74530466159666]"
176,0.009700304810921087,-3.9461505174656355,0.0,6.308264381089374,"[504.0817717087394, 557.0958541691443, 411.71858639584923, 507.91656531099454]"
177,-0.8272480946788519,0.4488878669628692,0.0,6.3214361711453755,"[501.0199169279177, 546.1766838056602, 419.90700387991046, 480.73984010911465]"
178,-2.8379335034952806,-0.06575670518006428,0.0,6.313519203905759,"[505.27911523429214, 550.832846134581, 429.36507322899575, 478.4776071142576]"
179,-0.28210336622178356,-1.2912074335430161,0.0,6.319410659585623,"[485.57388632547975, 548.0841122709412, 432.560896687108, 483.72852610351106]"
180,-1.4730676096785642,1.0089160630952747,0.0,6.316328267094219,"[502.7130911587713, 555.370324320936, 423.28883818042374, 483.05819435738044]"
181,-2.0803869787086375,1.28978023861806,0.0,6.311527600860962,"[542.6381155240477, 576.0304953991622, 421.2959019489238, 486.20478607453344]"
182,-1.2982175471006705,-0.7837540787174676,0.0,6.316587881072273,"[513.0570907032603, 565.1957351029415, 420.81712863444443, 491.64218343727293]"
183,-0.2626710840951849,-3.9731640463429323,0.0,6.3079786189448015,"[524.8650793039849, 571.5741892047339, 409.49638608541596, 505.6145369388732]"
184,0.27491168408928524,-1.3268608890644094,0.0,6.318789632164695,"[520.2702945789949, 570.6401736712893, 413.9145775514291, 492.52533079981606]"
185,-0.3470851971925777,-0.5886678833608161,0.0,6.321219219020661,"[504.4717928033774, 566.5761735721444, 427.4802109147054, 497.3241057512059]"
186,-2.220564491551494,-1.8635916975133546,0.0,6.308079209789202,"[519.7632562938226, 570.7789070583696, 418.9423817831435, 485.2192044818948]"
187,-2.007329438116465,-2.203217132780274,0.0,6.307303900981588,"[513.4237217791972, 570.8222072755551, 419.2105312052888, 489.84248273530335]"
188,-0.31950030443281624,0.34472382189850037,0.0,6.3218354863679895,"[518.5142956327945, 568.4136043949121, 416.4046071668805, 484.87953571244617]"
189,-2.6304369281827267,1.5025282175867685,0.0,6.307848694033965,"[541.596755300669, 579.6145778212516, 429.5904727407636, 453.38149392132186]"
190,-1.552598292973837,2.263872851637898,0.0,6.3100374851303105,"[500.52919867004863, 563.8861379774638, 434.8623899926041, 476.7889835149079]"
191,-2.3008103634984898,0.6790674782282208,0.0,6.3135328501078725,"[506.5713079640328, 564.159257784594, 432.3167164016491, 473.5269195525371]"
192,-3.0670203185075495,-0.5170235406508076,0.0,6.310384422266207,"[505.53100891284237, 561.3356431100044, 426.03456448439374, 472.58681846527173]"
193,-3.0942058015386955,0.39370578917143184,0.0,6.311017417631401,"[491.5189911780568, 554.7596036416227, 437.7411954433797, 473.21019934198233]"
194,-1.0674108005275176,0.2375069888620158,0.0,6.3201225066588425,"[564.7774947554725, 594.302956781838, 429.42770122747436, 441.13843312160367]"
195,-1.8520507665789367,1.410957362252177,0.0,6.312536065858858,"[484.77298676815406, 560.002188713689, 434.2835775306416, 459.6629318504448]"
196,-0.25455379554088203,-1.5682895923306979,0.0,6.318878521411199,"[555.6963015347334, 590.8330514717956, 407.3880989130653, 459.84414352932777]"
