episode,x,y,z,score,action
92,0.0,0.0,37.34058777798199,9.37514694449546,[542.8618899949895]
93,0.0,0.0,38.02801732583221,9.547004331458012,[558.3172391310827]
94,0.0,0.0,39.29705332533718,9.864263331334259,[569.9994521368757]
95,0.0,0.0,41.04780404756966,10.301951011892378,[585.4153071998576]
96,0.0,0.0,36.867549496007825,9.25688737400192,[511.67648132682]
97,0.0,0.0,39.249244927311224,9.85231123182777,[564.2880182470356]
98,0.0,0.0,43.14597286309638,10.82649321577406,[602.4193539980139]
99,0.0,0.0,43.01637763989633,10.794094409974043,[595.1185977902247]
100,0.0,0.0,42.368456530736765,10.632114132684155,[596.782602360442]
101,0.0,0.0,43.04124301770692,10.800310754426693,[609.9991381324793]
102,0.0,0.0,42.27629575508911,10.609073938772239,[591.1171317076835]
103,0.0,0.0,42.11191664371525,10.567979160928775,[575.8459991803552]
104,0.0,0.0,42.43502832099607,10.64875708024898,[586.6568660656199]
105,0.0,0.0,42.57842873923275,10.684607184808147,[603.0299936452191]
106,0.0,0.0,43.29289086930866,10.863222717327123,[597.1792141314148]
107,0.0,0.0,43.94893718567372,11.027234296418392,[606.2832790651693]
108,0.0,0.0,44.40728537625608,11.141821344063981,[620.0852538017947]
109,0.0,0.0,44.1904557457587,11.087613936439634,[611.170638422278]
110,0.0,0.0,43.045764686846404,10.801441171711565,[592.1049708803902]
111,0.0,0.0,40.894992291782025,10.263748072945468,[551.2152418493465]
112,0.0,0.0,41.36449235004078,10.381123087510158,[569.4687518107372]
113,0.0,0.0,40.74853315865783,10.227133289664415,[589.5340429002954]
114,0.0,0.0,41.541194885019905,10.42529872125494,[543.0031474033173]
115,0.0,0.0,39.23726845806963,9.84931711451737,[483.03387560724616]
116,0.0,0.0,32.28601092456296,8.1115027311407,[409.4390727698609]
117,0.0,0.0,30.987015475424652,7.786753868856126,[414.49519054470056]
118,0.0,0.0,31.96797758287428,8.031994395718533,[440.04217686922306]
119,0.0,0.0,34.46931170521927,8.65732792630478,[459.07192592909325]
120,0.0,0.0,34.61286536180234,8.693216340450546,[453.8044299249345]
121,0.0,0.0,30.881639390023405,7.7604098475058105,[374.5408701745471]
122,0.0,0.0,26.305545934267993,6.616386483566961,[394.5819466750397]
123,0.0,0.0,30.79930526904702,7.73982631726172,[430.7223472107381]
124,0.0,0.0,32.43632794921414,8.149081987303495,[460.3721484923969]
125,0.0,0.0,32.89771178998791,8.264427947496937,[422.26216952493763]
126,0.0,0.0,33.18728660717946,8.336821651794825,[416.2994490005949]
127,0.0,0.0,32.1106748920169,8.067668723004186,[409.2425010331079]
128,0.0,0.0,32.76225636122761,8.230564090306864,[425.8760786519133]
129,0.0,0.0,35.42553580736064,8.896383951840118,[435.15647163406106]
130,0.0,0.0,37.160277537169655,9.330069384292376,[453.41966607487694]
131,0.0,0.0,39.08164419261102,9.810411048152718,[465.1737564837954]
132,0.0,0.0,35.34360700343779,8.875901750859411,[438.38741037570577]
133,0.0,0.0,37.12692075058955,9.321730187647347,[455.3551107070107]
134,0.0,0.0,38.533114071319076,9.673278517829731,[462.9402062098659]
135,0.0,0.0,42.069758532027265,10.55743963300678,[510.21755412290025]
136,0.0,0.0,39.82216837338673,9.995542093346645,[451.9775968864326]
137,0.0,0.0,42.938855496184964,10.774713874046205,[480.78905886879113]
138,0.0,0.0,41.027535329490966,10.296883832372705,[458.9641977065523]
139,0.0,0.0,44.02527754547585,11.046319386368925,[500.27257754872005]
140,0.0,0.0,42.18993954502109,10.587484886255236,[456.49605598312957]
141,0.0,0.0,43.38519827287454,10.886299568218595,[507.515117082042]
142,0.0,0.0,45.35345014539624,11.37836253634902,[495.8895092572376]
143,0.0,0.0,47.71105554982317,11.967763887455755,[546.7026815915771]
144,0.0,0.0,48.85982150146608,12.254955375366482,[577.0176039080778]
145,0.0,0.0,48.26944952326414,12.107362380816,[524.5780880209197]
146,0.0,0.0,49.46890127397813,12.407225318494497,[566.9363346890203]
147,0.0,0.0,50.66928038324145,12.707320095810326,[590.1941265690689]
148,0.0,0.0,59.9342764782711,15.023569119567735,[728.1770563250637]
149,0.0,0.0,63.849664931770164,16.0024162329425,[719.6488672339203]
150,0.0,0.0,63.69736151837793,15.964340379594443,[733.0824346704596]
