time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,action,reward,done
0.06,2.1900049051898907e-10,-8.703682665444746e-11,0.06971398180899836,6.283185279809359,6.283185238068995,0.0,2.1963753317906124e-08,-8.713657208634317e-09,2.3155492009378547,-1.3854929477836425e-06,-3.501534761290979e-06,0.0,"[899.9999284119242, 899.9997891688184, 899.9999652635681, 899.9999101676357]",194.74629660597097,False
0.12000000000000001,1.1055710063373677e-08,-4.540208041005813e-09,0.2763458354252539,6.28318510178716,6.28318492125959,0.0,4.475511930436288e-07,-1.9342032539393407e-07,4.559203989058021,-6.201988868730792e-06,-8.921599777922679e-06,0.0,"[899.9998989727889, 899.9996911719147, 900.0000295758261, 899.9998404523157]",195.06573007245333,False
0.18,7.796432101563485e-08,-3.8914295281875014e-08,0.6146723927503047,6.283184653933688,6.283184329471512,0.0,2.0008247151533176e-06,-1.1122675525837835e-06,6.701351686499756,-1.0053102285949826e-05,-1.1797310910480394e-05,0.0,"[899.9998437256962, 899.9997527071472, 899.999999407111, 899.9998615943919]",195.67713223347909,False
0.23999999999999996,2.8547589445100123e-07,-1.6631589318108434e-07,1.07784985406604,6.2831838525501595,6.283183518078911,0.0,5.184353602109568e-06,-3.387137775482821e-06,8.717757425123114,-2.0160889025997025e-05,-1.7073760603140886e-05,0.0,"[900.0000517966681, 899.999873018737, 900.0002358289362, 899.9998563435557]",196.55235344962824,False
0.3,7.441047418026961e-07,-4.946950457223749e-07,1.6577650124433525,6.283182504479617,6.283182352058617,0.0,1.0454212492723594e-05,-7.982829739814753e-06,10.590424079200188,-2.722819678636322e-05,-2.4300659372462915e-05,0.0,"[899.9999793608359, 899.9997385181489, 900.0001515132415, 899.9999267967053]",197.67208157524774,False
0.36000000000000004,1.5967410483729388e-06,-1.190394796066667e-06,2.3454196854833014,6.283180822390303,6.283180751067091,0.0,1.840759371164672e-05,-1.5694380115815562e-05,12.30784243570291,-2.97124674624483e-05,-3.160768960634304e-05,0.0,"[899.9999131361778, 899.9996939477886, 900.0000222510209, 900.0000099206898]",199.01430842224227,False
0.4200000000000001,3.0205304899287264e-06,-2.4449750018428322e-06,3.1313130353259453,6.2831790359295745,6.283178659761319,0.0,2.9560527456225135e-05,-2.6570661382141594e-05,13.864686360255368,-2.99233904550117e-05,-4.1582651301604794e-05,0.0,"[900.0000112705776, 899.9997096761092, 899.9999044140413, 899.999997544216]",200.5553851524413,False
0.48000000000000015,5.222241410122203e-06,-4.436490994092135e-06,4.005792399133007,6.28317733024811,6.283176016003036,0.0,4.4408557534564786e-05,-4.016675060943791e-05,15.26109073054849,-2.5386006525404224e-05,-4.920806555391801e-05,0.0,"[899.9998885542155, 899.9997219443795, 899.9997609843101, 900.0000547580511]",202.27101024900995,False
0.5400000000000001,8.432775701418764e-06,-7.304906897721612e-06,4.959352402499992,6.283175824288943,6.283172957964812,0.0,6.319121800079732e-05,-5.5666152637179594e-05,16.50167378176774,-2.4525584822809818e-05,-5.462542667457457e-05,0.0,"[899.9997852639241, 899.9997420378728, 899.9998375000453, 899.9999666037137]",204.13708488922083,False
0.6000000000000002,1.2885325843160557e-05,-1.1142816711765912e-05,5.982871678532912,6.28317435511908,6.283169650332619,0.0,8.57625100087668e-05,-7.241923993041534e-05,17.594456258362374,-2.4418112361009676e-05,-5.618956181953274e-05,0.0,"[899.9997286225329, 899.9998706494007, 899.999929067494, 900.0000264885599]",206.13039841798255,False
0.6600000000000003,1.879398571387477e-05,-1.6014102780791818e-05,7.067784955214029,6.283172881239047,6.283166304056383,0.0,0.00011163378741214396,-9.006981021521014e-05,18.54980380033861,-2.487788755981114e-05,-5.493701547005019e-05,0.0,"[899.9997164438785, 899.999987013111, 899.9999257376309, 900.0000014622872]",208.22913242687312,False
0.7200000000000003,2.6336174808248257e-05,-2.1965153253161508e-05,8.206194762346307,6.283171434979984,6.2831631114696815,0.0,0.00014009871927006767,-0.00010837866602339607,19.379481719953414,-2.252315104047626e-05,-4.9685541856249156e-05,0.0,"[899.9995741225968, 900.0000117262239, 899.9997136795143, 899.9999108696525]",210.41319216897915,False
0.7800000000000004,3.564304489515711e-05,-2.9027266395025432e-05,9.390931115146936,6.283170075625723,6.283160085605168,0.0,0.0001703430982931883,-0.00012706000256229791,20.095870536312837,-2.2937578789976298e-05,-5.198766248464608e-05,0.0,"[899.9998056584478, 899.9999101445442, 899.9997642391627, 899.9998379597916]",212.66438748348847,False
0.8400000000000004,4.680594918182436e-05,-3.7216539442378575e-05,10.615569207940677,6.283168742906401,6.283156977090403,0.0,0.00020194037134465732,-0.00014593714205115565,20.71135125179737,-2.0724628451322598e-05,-5.1455190276072704e-05,0.0,"[899.9996780106022, 899.9999139018925, 899.9996976010884, 899.9998847015637]",214.9664917335917,False
0.9000000000000005,5.989951112355076e-05,-4.654055758437235e-05,11.874415488219578,6.283167577833039,6.283153890838129,0.0,0.00023465978234284488,-0.00016485335148118808,21.237863682712106,-1.673395344797363e-05,-5.14145523812066e-05,0.0,"[899.9997753161937, 899.9999912038643, 899.9998468852419, 900.0001009322909]",217.305208610463,False
0.9600000000000005,7.498459246387727e-05,-5.6994701862762296e-05,13.162471585253941,6.283166786480374,6.283150723590051,0.0,0.00026830829159046464,-0.0001835627000519925,21.686606395414238,-5.926287502572719e-06,-5.564025712985659e-05,0.0,"[899.9999709781856, 900.0000094874546, 899.9998138491031, 900.0003393416588]",219.66807468118145,False
1.0200000000000005,9.211687584648449e-05,-6.85542752641551e-05,14.47538408005433,6.283166543584651,6.283147285190754,0.0,0.00030292313616554355,-0.00020162663002535155,22.067860615395187,-1.8592270232072243e-07,-6.076898377932413e-05,0.0,"[899.9999504771483, 899.9999707231705, 899.9999724692375, 900.0002396482497]",222.04432109725315,False
1.0800000000000005,0.00011135963680771308,-8.116945745162093e-05,15.80938660718533,6.283166673474415,6.283143555032655,0.0,0.0003386869763127923,-0.00021872185352002303,22.390906765654886,6.997651610433536e-06,-6.507898402752295e-05,0.0,"[899.9998962167048, 899.9999746615305, 899.9998248895045, 900.0001288392027]",224.42471345561694,False
1.1400000000000006,0.00013278737100856414,-9.477612760486748e-05,17.161239079729043,6.283167271583604,6.283139567128583,0.0,0.00037578029577137103,-0.00023464273142715075,22.664008585476388,1.6071218130399813e-05,-6.934493759064727e-05,0.0,"[899.9998391288124, 899.9999396257783, 899.9997517948875, 900.0001048681675]",226.80138394256358,False
1.2000000000000006,0.0001564850330619355,-0.00010929650756096632,18.52816742128964,6.283168382820939,6.283135201016524,0.0,0.00041438417486155135,-0.00024914099720690425,22.89444310992681,2.3559300716625886e-05,-7.989748445582811e-05,0.0,"[900.0000605260545, 899.999915253857, 899.999802785, 900.0000495989292]",229.1676655976242,False
1.2600000000000007,0.00018255287724189314,-0.00012463870034283296,19.90780602044458,6.283169889345096,6.283130309299565,0.0,0.0004548494317892045,-0.00026201476879731447,23.088559280392765,2.8303253253754424e-05,-8.491776420890093e-05,0.0,"[899.9998830833225, 900.000018958885, 899.9998450783154, 899.9999430548638]",231.51793505507368,False
1.3200000000000007,0.00021111262810096678,-0.00014070221874555206,21.298144362898086,6.283171624243764,6.283125048214616,0.0,0.0004974809927132634,-0.00027318235149455006,23.25185688684975,3.018006205961644e-05,-9.344127364683622e-05,0.0,"[900.000039975348, 900.0000508469813, 899.9998608556065, 899.9998164305713]",233.84746771528705,False
1.3800000000000008,0.00024230267909222498,-0.0001573852696955416,22.697478576672587,6.2831734538017106,6.28311917483952,0.0,0.0005425838658649414,-0.0002826772416316757,23.389070322873945,3.114039043427277e-05,-0.00010717089627667269,0.0,"[900.0002851744239, 900.0001141352773, 899.9998898613003, 899.9997980113845]",236.15230731563912,False
1.4400000000000008,0.00027628518765792026,-0.00017459002522791608,24.104368060309493,6.283175233347709,6.283112402975762,0.0,0.0005906498930396928,-0.0002905907088409627,23.50425350049038,2.658998878728818e-05,-0.00012477211041572023,0.0,"[900.0002505874943, 899.9999769540694, 900.0000440441215, 899.99971419847]",238.4291503215697,False
1.5000000000000009,0.00031325692306649475,-0.00019222734939912625,25.517597227384517,6.283176705116942,6.283104590821559,0.0,0.0006423273045423582,-0.00029714022081464114,23.60086491578715,2.025389524489564e-05,-0.00014155533540297484,0.0,"[900.0002674457538, 900.0001070277283, 900.0000949231008, 899.9997091169083]",240.67524482905242,False
